Study	Authors	Lon	Lat	Region	Environment	Environment_2	Environment_4	Temp_insitu	Temp_inc	Medium_pore	Medium_volume	Inno_pore	Inno_volume	Inno_origin	Medium_origin	Enriched_2	pch	DOC_ini	DOC_log	DOC_end	DOC_Lab	DOC_L_SL	Log_time	End_time	LDOC	Labile_time
42	Lapierre	-73.89665	45.9684	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Rond	Lake_Rond	0	8	551.409709482774	NA	536.977971382244	NA	14.4317381005292	NA	14	14.4317381005292	14
42	Lapierre	-74.0437	45.9144	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Fournelle	Lake_Fournelle	0	8	323.621399176955	NA	308.218045872065	NA	15.4033533048899	NA	14	15.4033533048899	14
42	Lapierre	-74.0352	45.9286	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Morency	Lake_Morency	0	8	322.38683127572	NA	291.838695625703	NA	30.5481356500171	NA	14	30.5481356500171	14
42	Lapierre	-74.05124	45.89645	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Reneaud	Lake_Reneaud	0	8	313.374485596708	NA	287.245634602296	NA	26.1288509944123	NA	14	26.1288509944123	14
42	Lapierre	-74.0901	45.94296	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Violon	Lake_Violon	0	8	628.483263426377	NA	610.956348219677	NA	17.5269152066996	NA	14	17.5269152066996	14
42	Lapierre	-74.09027	45.99197	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Deauville	Lake_Deauville	0	8	752.875154168603	NA	742.834660175022	NA	10.0404939935806	NA	14	10.0404939935806	14
42	Lapierre	-74.02691	45.89462	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Écho	Lake_Écho	0	8	1290.88714029774	NA	1274.46416475523	NA	16.4229755425069	NA	14	16.4229755425069	14
42	Lapierre	-75.4842777777778	52.2438333333333	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CLARKIE	CLARKIE	0	8	458.49569319114	NA	438.662359857807	NA	19.8333333333333	NA	14	19.8333333333333	14
42	Lapierre	-75.6763888888889	52.1844444444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NATEL	NATEL	0	8	507.630913316926	NA	498.297579983593	NA	9.33333333333333	NA	14	9.33333333333333	14
42	Lapierre	-75.7015277777778	52.2226944444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	LABYRINTHE	LABYRINTHE	0	8	669.050792999727	NA	649.217459666393	NA	19.8333333333333	NA	14	19.8333333333333	14
42	Lapierre	-75.7599444444444	52.2296944444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_60	Lake_60	0	8	481.097894449002	NA	468.264561115669	NA	12.8333333333333	NA	14	12.8333333333333	14
42	Lapierre	-76.1206666666667	52.1661944444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	EM-320	EM-320	0	8	550.442644243916	NA	525.942644243916	NA	24.5	NA	14	24.5	14
42	Lapierre	-75.73175	52.1301111111111	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_8	Lake_8	0	8	492.292179382007	NA	422.292179382007	NA	70	NA	14	70	14
42	Lapierre	-75.7646944444444	52.15075	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_11	Lake_11	0	8	638.75786163522	NA	625.924528301887	NA	12.8333333333333	NA	14	12.8333333333333	14
42	Lapierre	-75.8204166666667	52.1319444444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_2	Lake_2	0	8	673.451599671862	NA	591.784933005196	NA	81.6666666666667	NA	14	81.6666666666667	14
42	Lapierre	-76.1624722222222	52.1615555555556	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Mistumis	Mistumis	0	8	539.07745419743	NA	525.07745419743	NA	14	NA	14	14	14
42	Lapierre	-75.5213888888889	52.0294444444444	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	L_40	L_40	0	8	392.099056603774	NA	372.26572327044	NA	19.8333333333333	NA	14	19.8333333333333	14
42	Lapierre	-76.0066666666667	51.9583333333333	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	L66	L66	0	8	597.783360678152	NA	584.950027344818	NA	12.8333333333333	NA	14	12.8333333333333	14
42	Lapierre	-75.7747222222222	51.9827777777778	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	L34	L34	0	8	636.365190046486	NA	621.19852337982	NA	15.1666666666667	NA	14	15.1666666666667	14
42	Lapierre	-75.5133333333333	52.0658333333333	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Brendan	Brendan	0	8	434.697156138912	NA	418.363822805578	NA	16.3333333333333	NA	14	16.3333333333333	14
42	Lapierre	-71.25	48.15673	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Lecompte	Lake_Lecompte	0	8	1189.97310532419	NA	1154.55206215791	NA	35.4210431662779	NA	14	35.4210431662779	14
42	Lapierre	-71.2589	48.1295	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_du_Quai	Lake_du_Quai	0	8	601.913434973908	NA	572.174449530643	NA	29.7389854432649	NA	14	29.7389854432649	14
42	Lapierre	-71.199	47.917	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Grand_Montagnais	Lake_Grand_Montagnais	0	8	913.712455233807	NA	870.079121900474	NA	43.6333333333333	NA	14	43.6333333333333	14
42	Lapierre	-71.203	47.933	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Larocque	Lake_Larocque	0	8	509.737712746001	NA	482.671046079334	NA	27.0666666666667	NA	14	27.0666666666667	14
42	Lapierre	-71.2796	47.93863	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Maloin	Lake_Maloin	0	8	717.410211808043	NA	692.676878474709	NA	24.7333333333333	NA	14	24.7333333333333	14
42	Lapierre	-71.2343	48.201246	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_des_Îlets	Lake_des_Îlets	0	8	495.114089839353	NA	477.926253117814	NA	17.187836721539	NA	14	17.187836721539	14
42	Lapierre	-71.2452	48.29824	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Kenogami	Lake_Kenogami	0	8	674.093591186602	NA	656.412765360535	NA	17.680825826067	NA	14	17.680825826067	14
42	Lapierre	-71.1172	47.806	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Pikauba	Lake_Pikauba	0	8	689.78307582114	NA	664.151938790482	NA	25.6311370306576	NA	14	25.6311370306576	14
42	Lapierre	-71.865	48.226	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_à_la_Carpe	Lake_à_la_Carpe	0	8	506.710665438794	NA	487.829418682275	NA	18.8812467565193	NA	14	18.8812467565193	14
42	Lapierre	-74.3389	48.94735	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Quinn	Lake_Quinn	0	8	742.735086462703	NA	724.30175312937	NA	18.4333333333333	NA	14	18.4333333333333	14
42	Lapierre	-74.5145	49.10587	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Beaucours	Lake_Beaucours	0	8	1052.34993434292	NA	1009.51747145161	NA	42.8324628913074	NA	14	42.8324628913074	14
42	Lapierre	-74.1894	49.07591	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Buad	Lake_Buad	0	8	909.977957126778	NA	887.158835639258	NA	22.8191214875201	NA	14	22.8191214875201	14
42	Lapierre	-73.8275	49.3065	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Aigremont	Lake_Aigremont	0	8	656.101845219823	NA	619.918843715688	NA	36.1830015041354	NA	14	36.1830015041354	14
42	Lapierre	-73.8313	49.39574	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mignault	Lake_Mignault	0	8	849.151518213445	NA	824.753018767852	NA	24.3984994455926	NA	14	24.3984994455926	14
42	Lapierre	-73.7211	49.43194	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Moulevin	Lake_Moulevin	0	8	906.28956393465	NA	858.604751552804	NA	47.6848123818456	NA	14	47.6848123818456	14
42	Lapierre	-74.433	49.72914	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Le_Titanic	Lake_Le_Titanic	0	8	1103.32003095471	NA	1082.7823250843	NA	20.537705870405	NA	14	20.537705870405	14
42	Lapierre	-71.2869	48.12675	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Laurier	Lake_Laurier	0	8	477.115281140705	NA	450.718492038817	NA	26.3967891018875	NA	14	26.3967891018875	14
42	Lapierre	-73.9969	50.50873	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mistassini	Lake_Mistassini	0	8	377.698761895017	NA	367.764557966998	NA	9.93420392801856	NA	14	9.93420392801856	14
42	Lapierre	-73.3454	50.85658	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Albanel	Lake_Albanel	0	8	339.498277567448	NA	334.888133594518	NA	4.61014397293009	NA	14	4.61014397293009	14
42	Lapierre	-75.5064	50.2583	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Margonne	Lake_Margonne	0	8	654.950714553702	NA	637.913563612282	NA	17.0371509414206	NA	14	17.0371509414206	14
42	Lapierre	-71.263	48.127375	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Faniant	Lake_Faniant	0	8	645.656400286504	NA	614.997162125898	NA	30.6592381606055	NA	14	30.6592381606055	14
42	Lapierre	-71.2788	48.12679	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Valiquette	Lake_Valiquette	0	8	494.17613151881	NA	464.788392255814	NA	29.387739262996	NA	14	29.387739262996	14
42	Lapierre	-71.3134	48.12364	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Guimard	Lake_Guimard	0	8	587.251143395211	NA	562.074689758674	NA	25.1764536365371	NA	14	25.1764536365371	14
42	Lapierre	-71.3141	48.10083	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ministuk	Lake_Ministuk	0	8	623.69686575195	NA	597.2659946341	NA	26.4308711178499	NA	14	26.4308711178499	14
42	Lapierre	-71.2586	48.12947	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_du_Quai	Lake_du_Quai	0	8	552.948843271424	NA	493.682176604757	NA	59.2666666666667	NA	14	59.2666666666667	14
42	Lapierre	-71.2627	48.11958	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Nixon	Lake_Nixon	0	8	670.128706419029	NA	520.795373085696	NA	149.333333333333	NA	14	149.333333333333	14
42	Lapierre	-71.263	48.127375	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Faniant	Lake_Faniant	0	8	815.738025415445	NA	668.738025415445	NA	147	NA	14	147	14
42	Lapierre	-71.2788	48.12694	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Valiquette	Lake_Valiquette	0	8	467.747507649788	NA	418.397507649788	NA	49.35	NA	14	49.35	14
42	Lapierre	-71.2867	48.12674	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Laurier	Lake_Laurier	0	8	498.223275096239	NA	470.573275096239	NA	27.65	NA	14	27.65	14
42	Lapierre	-71.2492	48.23292	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Simoncouche	Lake_Simoncouche	0	8	514.674431612542	NA	486.091098279209	NA	28.5833333333333	NA	14	28.5833333333333	14
42	Lapierre	-71.2343	48.201246	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_des_Îlets	Lake_des_Îlets	0	8	497.19507781397	NA	472.111744480637	NA	25.0833333333333	NA	14	25.0833333333333	14
42	Lapierre	-71.2467	48.01403	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Demaux	Lake_Demaux	0	8	704.068371006482	NA	674.201704339815	NA	29.8666666666667	NA	14	29.8666666666667	14
42	Lapierre	-71.2853	48.02096	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Lévesque	Lake_Lévesque	0	8	530.179646629158	NA	498.796313295825	NA	31.3833333333333	NA	14	31.3833333333333	14
42	Lapierre	-71.204	47.93059	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Larocque	Lake_Larocque	0	8	599.151120323759	NA	560.184453657092	NA	38.9666666666667	NA	14	38.9666666666667	14
42	Lapierre	-71.2114	48.00491	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_des_Uries	Lake_des_Uries	0	8	566.577830421479	NA	535.194497088145	NA	31.3833333333333	NA	14	31.3833333333333	14
42	Lapierre	-71.1986	47.91716	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Grand_Montagnais	Lake_Grand_Montagnais	0	8	968.485772217287	NA	931.152438883953	NA	37.3333333333333	NA	14	37.3333333333333	14
42	Lapierre	-71.1739	47.95873	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Sims	Lake_Sims	0	8	610.468147221353	NA	571.618147221353	NA	38.85	NA	14	38.85	14
42	Lapierre	-71.1518	47.95145	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ringuet	Lake_Ringuet	0	8	545.396966406738	NA	519.263633073405	NA	26.1333333333333	NA	14	26.1333333333333	14
42	Lapierre	-71.1592	47.96788	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Paré	Lake_Paré	0	8	764.77313855164	NA	734.789805218307	NA	29.9833333333333	NA	14	29.9833333333333	14
42	Lapierre	-71.154	47.97515	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Cantin	Lake_Cantin	0	8	554.609614055868	NA	531.509614055868	NA	23.1	NA	14	23.1	14
42	Lapierre	-71.2385	48.29858	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Kenogami	Lake_Kenogami	0	8	591.696416765834	NA	552.811416765834	NA	38.885	NA	14	38.885	14
42	Lapierre	-71.2509	47.88571	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Talbot	Lake_Talbot	0	8	677.35191061748	NA	651.80191061748	NA	25.55	NA	14	25.55	14
42	Lapierre	-71.5304	48.09064	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Clarence-Gagnon	Lake_Clarence-Gagnon	0	8	452.903940235356	NA	419.653940235356	NA	33.25	NA	14	33.25	14
42	Lapierre	-71.5847	48.07523	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Morin	Lake_Morin	0	8	660.162964432104	NA	576.746297765437	NA	83.4166666666667	NA	14	83.4166666666667	14
42	Lapierre	-71.4474	48.00124	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Bonjour	Lake_Bonjour	0	8	504.553417955838	NA	485.186751289171	NA	19.3666666666667	NA	14	19.3666666666667	14
42	Lapierre	-71.28	47.8655	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_petit_Lake_à_Mars	Lake_petit_Lake_à_Mars	0	8	893.143289699855	NA	847.876623033188	NA	45.2666666666667	NA	14	45.2666666666667	14
42	Lapierre	-71.2284	47.787	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Jupiter	Lake_Jupiter	0	8	983.983820904403	NA	959.833820904403	NA	24.15	NA	14	24.15	14
42	Lapierre	-71.1318	47.79599	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Pikauba	Lake_Pikauba	0	8	615.909691921195	NA	605.293025254529	NA	10.6166666666667	NA	14	10.6166666666667	14
42	Lapierre	-71.8653	48.22609	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_à_la_Carpe	Lake_à_la_Carpe	0	8	492.942615364274	NA	484.542615364274	NA	8.4	NA	14	8.4	14
42	Lapierre	-72.1242	48.49367	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_St-Jean	Lake_St-Jean	0	8	643.965688218961	NA	633.465688218961	NA	10.5	NA	14	10.5	14
42	Lapierre	-71.1616	48.77329	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Lamotte	Lake_Lamotte	0	8	487.281832606109	NA	477.131832606109	NA	10.15	NA	14	10.15	14
42	Lapierre	-72.9814	49.10284	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Gronick	Lake_Gronick	0	8	806.269007007801	NA	775.935673674468	NA	30.3333333333333	NA	14	30.3333333333333	14
42	Lapierre	-74.2341	49.80442	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Chibougamau	Lake_Chibougamau	0	8	442.160848869496	NA	425.827515536163	NA	16.3333333333333	NA	14	16.3333333333333	14
42	Lapierre	-74.4952	49.84532	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_David	Lake_David	0	8	467.48975274362	NA	444.623086076954	NA	22.8666666666667	NA	14	22.8666666666667	14
42	Lapierre	-74.5205	49.77156	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ledden	Lake_Ledden	0	8	419.021882850721	NA	402.921882850721	NA	16.1	NA	14	16.1	14
42	Lapierre	-74.1887	49.07722	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Buad	Lake_Buad	0	8	785.93977257702	NA	773.106439243686	NA	12.8333333333333	NA	14	12.8333333333333	14
42	Lapierre	-74.1245	49.17712	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Poutrencourt	Lake_Poutrencourt	0	8	767.345960597646	NA	736.545960597647	NA	30.8	NA	14	30.8	14
42	Lapierre	-73.0877	49.11701	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Dameville	Lake_Dameville	0	8	584.052294063202	NA	573.785627396536	NA	10.2666666666667	NA	14	10.2666666666667	14
42	Lapierre	-73.3479	50.85316	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Albanel	Lake_Albanel	0	8	337.663625545418	NA	331.220653438162	NA	6.4429721072569	NA	14	6.4429721072569	14
42	Lapierre	-73.8272	50.51667	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mistassini	Lake_Mistassini	0	8	510.13156154965	NA	503.374281007983	NA	6.75728054166639	NA	14	6.75728054166639	14
42	Lapierre	-73.8336	49.39708	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mignault	Lake_Mignault	0	8	778.832804442681	NA	756.512667598592	NA	22.320136844089	NA	14	22.320136844089	14
42	Lapierre	-73.4778	49.24795	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Charles_Lakeroix	Lake_Charles_Lakeroix	0	8	689.293269866455	NA	666.065577173731	NA	23.2276926927246	NA	14	23.2276926927246	14
42	Lapierre	-71.4699	48.03048	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Bousquet	Lake_Bousquet	0	8	325.985950985951	NA	315.878642577568	NA	10.107308408383	NA	14	10.107308408383	14
42	Lapierre	-71.241	47.932	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Tourangeau	Lake_Tourangeau	0	8	804.983304983305	NA	772.29443553557	NA	32.6888694477348	NA	14	32.6888694477348	14
42	Lapierre	-66.77251	54.82193	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Albert	Lake_Albert	0	8	141.066817809686	NA	125.551552919522	NA	15.5152648901633	NA	14	15.5152648901633	14
42	Lapierre	-66.59138	54.8958	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Iron_Arm	Lake_Iron_Arm	0	8	270.640468543359	NA	252.23622456742	NA	18.4042439759394	NA	14	18.4042439759394	14
42	Lapierre	-66.77029	54.81829	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Dolly_	Lake_Dolly_	0	8	120.363373008376	NA	105.17455575114	NA	15.188817257236	NA	14	15.188817257236	14
42	Lapierre	-66.78072	54.80814	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_John	Lake_John	0	8	130.518294602935	NA	126.615770649427	NA	3.90252395350761	NA	14	3.90252395350761	14
42	Lapierre	-66.67668	54.8677	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Rivals	Lake_Rivals	0	8	432.764972605328	NA	413.216001464652	NA	19.5489711406757	NA	14	19.5489711406757	14
42	Lapierre	-66.67272	54.84801	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Marcel	Lake_Marcel	0	8	573.241387996725	NA	549.264527993793	NA	23.9768600029324	NA	14	23.9768600029324	14
42	Lapierre	-66.79951	54.81471	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Maryjo	Lake_Maryjo	0	8	171.64966307702	NA	151.1933053647	NA	20.4563577123205	NA	14	20.4563577123205	14
42	Lapierre	-66.80691	54.83115	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Squaw	Lake_Squaw	0	8	124.69299074249	NA	120.962421309693	NA	3.73056943279705	NA	14	3.73056943279705	14
42	Lapierre	-66.82272	54.82891	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_chantale	Lake_chantale	0	8	277.567856917942	NA	266.280006383995	NA	11.287850533947	NA	14	11.287850533947	14
42	Lapierre	-67.323446	55.106255	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Kalani	Lake_Kalani	0	8	135.910636689968	NA	119.377616415964	NA	16.5330202740035	NA	14	16.5330202740035	14
42	Lapierre	-67.370617	55.074721	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Tas_de_marde	Lake_Tas_de_marde	0	8	117.64752188425	NA	89.1749219245166	NA	28.4725999597331	NA	14	28.4725999597331	14
42	Lapierre	-66.88958	54.9027	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Vacher	Lake_Vacher	0	8	182.276906606209	NA	161.916379086317	NA	20.360527519892	NA	14	20.360527519892	14
42	Lapierre	-66.72384	54.78625	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Katheri	Lake_Katheri	0	8	337.985704389445	NA	321.66623849809	NA	16.3194658913551	NA	14	16.3194658913551	14
42	Lapierre	-66.74589	54.8585	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Peter	Lake_Peter	0	8	367.387744820203	NA	333.18223831671	NA	34.2055065034925	NA	14	34.2055065034925	14
42	Lapierre	-67.23103	55.14247	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Leroy	Lake_Leroy	0	8	227.344291202217	NA	222.883531958299	NA	4.46075924391781	NA	14	4.46075924391781	14
42	Lapierre	-67.12888	55.00921	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Sunny	Lake_Sunny	0	8	164.56483405756	NA	148.543909532273	NA	16.020924525287	NA	14	16.020924525287	14
42	Lapierre	-68.7728	55.09052	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Toutoune	Lake_Toutoune	0	8	314.133446690598	NA	303.570110080946	NA	10.5633366096516	NA	14	10.5633366096516	14
42	Lapierre	-68.69132	55.07636	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Fleur_des_bois	Lake_Fleur_des_bois	0	8	328.303104729517	NA	323.32670804057	NA	4.97639668894695	NA	14	4.97639668894695	14
42	Lapierre	-68.66202	55.10798	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Pot_pipi	Lake_Pot_pipi	0	8	332.396561496316	NA	323.073888530723	NA	9.3226729655925	NA	14	9.3226729655925	14
42	Lapierre	-67.32451	54.75995	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Bazil	Lake_Bazil	0	8	280.008186913534	NA	272.570062963421	NA	7.43812395011211	NA	14	7.43812395011211	14
42	Lapierre	-67.61064	54.71719	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ribès	Lake_Ribès	0	8	312.913281692802	NA	289.341597894261	NA	23.571683798541	NA	14	23.571683798541	14
42	Lapierre	-67.9333	54.85012	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Chaigneau	Lake_Chaigneau	0	8	314.763209270105	NA	301.404530525018	NA	13.358678745087	NA	14	13.358678745087	14
42	Lapierre	-67.70866	54.83183	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Bringadin	Lake_Bringadin	0	8	296.421374141948	NA	280.474851190306	NA	15.9465229516424	NA	14	15.9465229516424	14
42	Lapierre	-65.93424	54.72307	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Comeback	Lake_Comeback	0	8	438.19667485358	NA	419.450293941885	NA	18.7463809116956	NA	14	18.7463809116956	14
42	Lapierre	-66.11723	54.94023	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Martin	Lake_Martin	0	8	367.269664336545	NA	315.975082197144	NA	51.2945821394011	NA	14	51.2945821394011	14
42	Lapierre	-66.39401	54.99999	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Attikawage	Lake_Attikawage	0	8	358.020026450028	NA	327.582527726805	NA	30.4374987232238	NA	14	30.4374987232238	14
42	Lapierre	-66.40984	54.83028	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Hollinger	Lake_Hollinger	0	8	300.632911392405	NA	288.367092389761	NA	12.2658190026439	NA	14	12.2658190026439	14
