Study	Authors	Lon	Lat	Region	Environment	Environment_2	Environment_4	Temp_insitu	Temp_inc	Medium_pore	Medium_volume	Inno_pore	Inno_volume	Inno_origin	Medium_origin	Enriched_2	pch	DOC_ini	DOC_log	DOC_end	DOC_Lab	DOC_L_SL	Log_time	End_time	LDOC	Labile_time
29	Wear	-120.1	34.3	North_Pacific	Coastal	Coastal	NA	12.6	11	0.2	0.375	1.2	0.125	C38	Surface_(coastal)	0	24	64.2	63.1	60.5	1.1	3.7	7	70	1.1	7
29	Wear	-120.1	34.3	North_Pacific	Coastal	Coastal	NA	12.9	11	0.2	0.375	1.2	0.125	C39	Surface_(coastal)	0	24	64	62.9	59.5	1.1	4.5	7	70	1.1	7
29	Wear	-120.1	34.3	North_Pacific	Coastal	Coastal	NA	13.3	11	0.2	0.375	1.2	0.125	C40	Surface_(coastal)	0	24	67.5	66.2	60.5	1.3	7	7	70	1.3	7
29	Wear	-120.1	34.3	North_Pacific	Coastal	Coastal	NA	13	11	0.2	0.375	1.2	0.125	C42	Surface_(coastal)	0	24	71.6	68.4	65	3.2	6.6	7	70	3.2	7
29	Wear	-120.1	34.3	North_Pacific	Coastal	Coastal	NA	13.3	11	0.2	0.375	1.2	0.125	C46	Surface_(coastal)	0	24	66.2	63.9	60.1	2.3	6.1	7	70	2.3	7
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	4	4	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	311	303	303	8	8	5.5	5.5	8	5.5
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	4	4	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	342	329	329	13	13	5.5	5.5	13	5.5
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	8	8	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	345	324	324	21	21	5.5	5.5	21	5.5
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	15	15	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	391	381	381	10	10	5.5	5.5	10	5.5
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	15	15	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	317	306	306	11	11	5.5	5.5	11	5.5
30	Zweifel	19.8	63.51	Baltic	Coastal	Inland_sea	NA	15	15	0.2	Unknown	Unknown	Unknown	Bothnian_sea	Bothnian_sea	0	22	317	307	307	10	10	5.5	5.5	10	5.5
31	Zweifel	22.9951666666667	57.358	Baltic	Coastal	Inland_sea	NA	3.8	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Spring	0	22	453	425	425	28	28	7	7	28	7
31	Zweifel	23.062	58.2395	Baltic	Coastal	Inland_sea	NA	3.9	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Spring	0	22	390	369	369	21	21	7	7	21	7
31	Zweifel	24.4041666666667	57.2588333333333	Baltic	Coastal	Inland_sea	NA	5	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Spring	0	22	453	438	438	15	15	7	7	15	7
31	Zweifel	24.3198333333333	57.2731666666667	Baltic	Coastal	Inland_sea	NA	5	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Spring	0	22	457	437	437	20	20	7	7	20	7
31	Zweifel	22.9951666666667	57.358	Baltic	Coastal	Inland_sea	NA	16.4	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Summer	0	22	514	466	466	48	48	7	7	48	7
31	Zweifel	23.062	58.2395	Baltic	Coastal	Inland_sea	NA	15.4	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Summer	0	22	483	439	439	44	44	7	7	44	7
31	Zweifel	23.062	58.2395	Baltic	Coastal	Inland_sea	NA	12.9	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Summer	0	22	472	414	414	58	58	7	7	58	7
31	Zweifel	24.4041666666667	57.2588333333333	Baltic	Coastal	Inland_sea	NA	18	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Summer	0	22	672	603	603	69	69	7	7	69	7
31	Zweifel	24.3198333333333	57.2731666666667	Baltic	Coastal	Inland_sea	NA	17.2	20	0.2	2.25	0.6	0.25	Gulf_of_Riga	Summer	0	22	511	439	439	72	72	7	7	72	7
32	Farjalla	-44.7	-22.8333333333333	South_Pacific	Coastal	Lagoon	NA	24	25	NA	NA	NA	NA	Brazilian_coastal_lagoons	Brazilian_coastal_lagoons	0	25	1060	1049.4	1049.4	10.6	10.6	3	3	10.6	3
33	Farjalla	-41.5	-22.25	South_Pacific	Coastal	Lagoon	NA	25	25	0.2	0.18	0.7	0.02	Brazilian_coastal_lagoons	Brazilian_coastal_lagoons	0	25	1570	1444.4	1444.4	125.6	125.6	5	5	125.6	5
33	Farjalla	-41.5	-22.25	South_Pacific	Coastal	Lagoon	NA	25	25	0.2	0.18	0.7	0.02	Brazilian_coastal_lagoons	Brazilian_coastal_lagoons	0	25	1050	962.85	962.85	87.15	87.15	5	5	87.15	5
34	Sarmento	2.8	41.67042	Mediterranean	Coastal	Coastal	NA	NA	NA	0.2	0.036	0.6	0.004	Control	Blanes_Bay	1	24	114.1	68	68	46.1	46.1	4	4	46.1	4
35	Tranvik	20.998	64.211	Boreal	Lake	Lake	North_Scandinavia	NA	20	0.2	1.5	0.7	0.15	Lake	Lake_Klintsjon	0	8	260.833333333333	NA	186.666666666667	74.1666666666666	74.1666666666666	NA	1.83333333333333	74.1666666666666	1.83333333333333
35	Tranvik	13.279	57.037	Boreal	Lake	Lake	South_Scandinavia	NA	20	0.2	1.5	0.7	0.15	Lake	Lake_Skarshultsjon	0	8	858.333333333333	NA	743.333333333333	115	115	NA	1.83333333333333	115	1.83333333333333
36	Catalan	15.4333333333333	59.9166666666667	Boreal	Lake	Lake	North_Scandinavia	NA	15	0.2	0.036	Full	0.004	Lake	Lake_Ljustjäm	0	8	272.81746031746	NA	263.650793650794	NA	9.16666666666667	NA	35	NA	NA
36	Catalan	17.8166666666667	59.7333333333333	Boreal	Lake	Lake	North_Scandinavia	NA	15	0.2	0.036	Full	0.004	Lake	Lake_Valloxen	0	8	1220.8067940552	NA	1182.47346072187	NA	38.3333333333333	NA	35	NA	NA
36	Catalan	15.25	59.8833333333333	Boreal	Lake	Lake	North_Scandinavia	NA	15	0.2	0.036	Full	0.004	Lake	Lake_Svärttjärn	0	8	1159.42028985507	NA	1108.75362318841	NA	50.6666666666667	NA	35	NA	NA
37	Cherrier	-123	34.8333333	North_Pacific	Open	Open	NA	13	13	0.7	2	Nothing	NA	NA	85m	0	21	66	66	66	0	0	2	3	0	3
38	Catalan	4.25	39.95	Temperate	Lake	Lake	Mid_North	12.9	18	0.2	0.054	1.2	0.006	NA	NA	0	8	765	750.833333333333	750.833333333333	14.1666666666666	14.1666666666666	7	28	14.1666666666666	28
38	Catalan	4.25	39.95	Temperate	Lake	Lake	Mid_North	12.9	18	0.2	0.054	1.2	0.006	NA	NA	1	8	440	345	345	95.8333333333333	95.8333333333333	7	28	95.8333333333333	28
39	Kawasaki	140.37	36.04	Temperate	Lake	Lake	Mid_North	NA	20	0.65	10	Nothing	Nothing	Nothing	Lake_Kawasaki	0	8	316	269	269	NA	47	2	60	NA	2
39	Kawasaki	140.37	36.04	Temperate	Lake	Lake	Mid_North	NA	20	0.65	10	Nothing	Nothing	Nothing	Lake_Kawasaki	0	8	245	216	216	NA	29	2	36	NA	2
40	Guillemette	-72.21	45.43	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_1	Lake_Bowker	0	8	230	NA	224.05	NA	5.94999999999999	NA	21	5.94999999999999	21
40	Guillemette	-72.21	45.41	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_2-1	Lake_Bran-de-scie	0	8	511.666666666667	NA	480.866666666667	NA	30.8	NA	21	30.8	21
40	Guillemette	-72.21	45.41	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_2-2	Lake_Bran-de-scie	0	8	625.833333333333	NA	606.758333333333	NA	19.075	NA	21	19.075	21
40	Guillemette	-72.51	45.25	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_3	Lake_Brome	0	8	284.166666666667	NA	271.741666666667	NA	12.425	NA	21	12.425	21
40	Guillemette	-72.19	45.4	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_4-1	Lake_des_monts	0	8	478.333333333333	NA	453.133333333333	NA	25.2	NA	21	25.2	21
40	Guillemette	-72.19	45.4	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_4-2	Lake_des_monts	0	8	620.833333333333	NA	600.358333333333	NA	20.475	NA	21	20.475	21
40	Guillemette	-72.18	45.38	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_5	Lake_Fraser	0	8	577.5	NA	557.725	NA	19.775	NA	21	19.775	21
40	Guillemette	-72.19	45.41	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_6	Lake_Simoneau	0	8	375.833333333333	NA	361.833333333333	NA	14	NA	21	14.000	21
40	Guillemette	-72.25	45.37	Temperate	Lake	Lake	South_Quebec	NA	20	0.2	1.98	1	0.02	Lake_7	Lake_Stukely	0	8	414.166666666667	NA	404.541666666667	NA	9.625	NA	21	9.625	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	March_20	Lake_Frederiksborg_Slotsso	0	8	998.333333333333	NA	927.25	NA	71.0833333333333	NA	21	71.0833333333333	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	March_25	Lake_Frederiksborg_Slotsso	0	8	1053.33333333333	NA	995.333333333333	NA	58	NA	21	58	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	April_1	Lake_Frederiksborg_Slotsso	0	8	1026.66666666667	NA	946.625	NA	80.0416666666667	NA	21	80.0416666666667	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	April_9	Lake_Frederiksborg_Slotsso	0	8	1183.33333333333	NA	1130.66666666667	NA	52.6666666666667	NA	21	52.6666666666667	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	April_15	Lake_Frederiksborg_Slotsso	0	8	1116.66666666667	NA	1050.16666666667	NA	66.5	NA	21	66.5	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	April_22	Lake_Frederiksborg_Slotsso	0	8	1156.66666666667	NA	1079	NA	77.6666666666667	NA	21	77.6666666666667	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	May_1	Lake_Frederiksborg_Slotsso	0	8	1064.16666666667	NA	989.916666666667	NA	74.25	NA	21	74.25	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	May_6	Lake_Frederiksborg_Slotsso	0	8	991.666666666667	NA	897.833333333333	NA	93.8333333333333	NA	21	93.8333333333333	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	May_15	Lake_Frederiksborg_Slotsso	0	8	1023.33333333333	NA	950.458333333333	NA	72.875	NA	21	72.875	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	May_21	Lake_Frederiksborg_Slotsso	0	8	1079.16666666667	NA	1017.58333333333	NA	61.5833333333333	NA	21	61.5833333333333	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	May_28	Lake_Frederiksborg_Slotsso	0	8	1025	NA	966.416666666667	NA	58.5833333333333	NA	21	58.5833333333333	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	June_3	Lake_Frederiksborg_Slotsso	0	8	1042.5	NA	989.333333333333	NA	53.1666666666667	NA	21	53.1666666666667	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	June_11	Lake_Frederiksborg_Slotsso	0	8	1130	NA	1056.41666666667	NA	73.5833333333333	NA	21	73.5833333333333	21
41	Sondergaard	12.3	55.93	Boreal	Lake	Lake	South_Scandinavia	NA	18	0.2	0.95	0.8	0.05	June_18	Lake_Frederiksborg_Slotsso	0	8	1125.83333333333	NA	1078.95833333333	NA	46.875	NA	21	46.875	21
42	Lapierre	-79.3896	48.5045	Boreal	Lake	Lake	North_Quebec	NA	20	2.8	NA	Nothing	Nothing	Lake_Hébécourt	Lake_Hébécourt	0	8	897.018239121102	NA	869.799794239491	NA	27.218444881611	NA	14	27.218444881611	14
42	Lapierre	-79.4706	48.5256	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Francis	Lake_Francis	0	8	789.333821214359	NA	745.845700902099	NA	43.4881203122602	NA	14	43.4881203122602	14
42	Lapierre	-79.41332	48.47569	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Monsabrais	Lake_Monsabrais	0	8	873.878279993925	NA	841.132368974073	NA	32.7459110198515	NA	14	32.7459110198515	14
42	Lapierre	-78.67847	48.19287	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Joannès	Lake_Joannès	0	8	1125.9557052662	NA	1077.02709755799	NA	48.9286077082074	NA	14	48.9286077082074	14
42	Lapierre	-78.67468	48.11205	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Vaudray	Lake_Vaudray	0	8	925.981878654203	NA	894.338274852107	NA	31.6436038020958	NA	14	31.6436038020958	14
42	Lapierre	-78.96599	48.2768	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Drolet	Lake_Drolet	0	8	1001.70240584025	NA	885.318930179459	NA	116.38347566079	NA	14	116.38347566079	14
42	Lapierre	-78.94785	48.16346	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Bruyère	Lake_Bruyère	0	8	984.562080204937	NA	949.157922564033	NA	35.4041576409037	NA	14	35.4041576409037	14
42	Lapierre	-79.13253	49.26388	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ducharme	Lake_Ducharme	0	8	752.303368052027	NA	693.078797351461	NA	59.2245707005663	NA	14	59.2245707005663	14
42	Lapierre	-79.20248	49.3457	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_John	Lake_John	0	8	473.101566271503	NA	441.973279433254	NA	31.1282868382495	NA	14	31.1282868382495	14
42	Lapierre	-79.20161	49.34048	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Boily	Lake_Boily	0	8	422.771036128668	NA	416.729193884347	NA	6.04184224432098	NA	14	6.04184224432098	14
42	Lapierre	-79.01048	48.38418	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_D'Alembert	Lake_D'Alembert	0	8	911.288088221207	NA	898.138670513203	NA	13.1494177080045	NA	14	13.1494177080045	14
42	Lapierre	-79.30344	48.190224	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Fortune	Lake_Fortune	0	8	582.103068699292	NA	556.700288094102	NA	25.4027806051906	NA	14	25.4027806051906	14
42	Lapierre	-79.2784	48.187	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Renaud	Lake_Renaud	0	8	734.552986838968	NA	689.269635918305	NA	45.2833509206622	NA	14	45.2833509206622	14
42	Lapierre	-78.145741	49.92639	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Grasset	Lake_Grasset	0	8	1143.13549587926	NA	1105.39925332008	NA	37.7362425591758	NA	14	37.7362425591758	14
42	Lapierre	-78.1705	49.809722	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_des_rats	Lake_des_rats	0	8	1854.53057022809	NA	1814.799442184	NA	39.7311280440918	NA	14	39.7311280440918	14
42	Lapierre	-78.45187	50.39634	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Lucie	Lake_Lucie	0	8	1051.23921148601	NA	1019.16380131761	NA	32.0754101683979	NA	14	32.0754101683979	14
42	Lapierre	-78.81436	50.116	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_St-Pe	Lake_St-Pe	0	8	516.412766133765	NA	505.514242866805	NA	10.8985232669593	NA	14	10.8985232669593	14
42	Lapierre	-78.7361	49.521367	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Nord_Mistaouac	Lake_Nord_Mistaouac	0	8	1015.03833281747	NA	963.803424989793	NA	51.2349078276742	NA	14	51.2349078276742	14
42	Lapierre	-78.796683	49.45405	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ouest_Mistaouac	Lake_Ouest_Mistaouac	0	8	859.451136532324	NA	621.749633500901	NA	237.701503031423	NA	14	237.701503031423	14
42	Lapierre	-79.461867	48.66245	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Abitibi	Lake_Abitibi	0	8	978.959232325055	NA	967.269851199315	NA	11.6893811257401	NA	14	11.6893811257401	14
42	Lapierre	-79.26385	48.48519	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Duparquet	Lake_Duparquet	0	8	907.706320310103	NA	873.792191915097	NA	33.9141283950062	NA	14	33.9141283950062	14
42	Lapierre	-79.3897	48.5046	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Hébécourt	Lake_Hébécourt	0	8	901.52996357197	NA	868.498478036949	NA	33.0314855350206	NA	14	33.0314855350206	14
42	Lapierre	-74.00514	45.9921	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Croche	Lake_Croche	0	8	560.153992702629	NA	545.850948684124	NA	14.3030440185047	NA	14	14.3030440185047	14
42	Lapierre	-74.01066	45.96755	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_en_coeur	Lake_en_coeur	0	8	569.511763964785	NA	535.254361512809	NA	34.257402451976	NA	14	34.257402451976	14
42	Lapierre	-73.96678	45.94435	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Achigan	Lake_Achigan	0	8	527.870086905256	NA	515.552127774703	NA	12.3179591305526	NA	14	12.3179591305526	14
42	Lapierre	-74.04157	45.96069	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_du_Pin_Rouge	Lake_du_Pin_Rouge	0	8	691.730062159425	NA	672.553957946056	NA	19.1761042133691	NA	14	19.1761042133691	14
42	Lapierre	-73.96678	45.8938	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Connelly	Lake_Connelly	0	8	559.952495071891	NA	540.398967849892	NA	19.5535272219993	NA	14	19.5535272219993	14
42	Lapierre	-79.26385	48.48519	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Duparquet	Lake_Duparquet	0	8	1454.0690625	NA	1432.87072419789	NA	21.1983383021061	NA	14	21.1983383021061	14
42	Lapierre	-79.3774	48.51212	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Hébécourt	Lake_Hébécourt	0	8	1720.25545	NA	1669.80701850474	NA	50.4484314952648	NA	14	50.4484314952648	14
42	Lapierre	-78.68851	48.43141	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Matissard	Lake_Matissard	0	8	988.184666666667	NA	970.547455639828	NA	17.6372110268389	NA	14	17.6372110268389	14
42	Lapierre	-78.671944	48.5091667	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_de_l'Esker	Lake_de_l'Esker	0	8	1025.42554583333	NA	1000.00577228481	NA	25.4197735485206	NA	14	25.4197735485206	14
42	Lapierre	-79.505833	49.97888	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Quasion	Lake_Quasion	0	8	1687.47301782733	NA	1605.04685448591	NA	82.4261633414143	NA	14	82.4261633414143	14
42	Lapierre	-79.195556	49.87	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Tario	Lake_Tario	0	8	1620.93914415916	NA	1597.22393013416	NA	23.715214025001	NA	14	23.715214025001	14
42	Lapierre	-79.153333	49.76222	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Carheil	Lake_Carheil	0	8	1232.03738548029	NA	1219.20405214696	NA	12.8333333333333	NA	14	12.8333333333333	14
42	Lapierre	-79.34333	48.49	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Voisin	Lake_Voisin	0	8	1413.29510302468	NA	1400.57662385583	NA	12.7184791688557	NA	14	12.7184791688557	14
42	Lapierre	-78.9691667	48.800278	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Macamic	Lake_Macamic	0	8	1396.74785966718	NA	1362.92766575234	NA	33.8201939148359	NA	14	33.8201939148359	14
42	Lapierre	-78.7563889	48.6291667	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Chavigny	Lake_Chavigny	0	8	1507.51692513499	NA	1495.50025846832	NA	12.0166666666667	NA	14	12.0166666666667	14
42	Lapierre	-78.815111	50.115361	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_St-Pe	Lake_St-Pe	0	8	888.445614758118	NA	874.912281424784	NA	13.5333333333333	NA	14	13.5333333333333	14
42	Lapierre	-78.789028	50.014556	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Matis	Lake_Matis	0	8	695.201969899101	NA	683.904390734348	NA	11.2975791647527	NA	14	11.2975791647527	14
42	Lapierre	-78.789056	49.978222	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Garneau	Lake_Garneau	0	8	3305.42895478143	NA	3292.65978935428	NA	12.7691654271512	NA	14	12.7691654271512	14
42	Lapierre	-79.049167	48.113611	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Tranquille	Lake_Tranquille	0	8	954.507978918002	NA	933.777685442738	NA	20.7302934752641	NA	14	20.7302934752641	14
42	Lapierre	-79.426111	48.275278	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Dasserat	Lake_Dasserat	0	8	671.164385475689	NA	655.19385852165	NA	15.9705269540392	NA	14	15.9705269540392	14
42	Lapierre	-78.123611	49.943889	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Grasset	Lake_Grasset	0	8	1131.80666617977	NA	1110.58356656433	NA	21.2230996154333	NA	14	21.2230996154333	14
42	Lapierre	-78.449444	49.9141667	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Poilu	Lake_Poilu	0	8	1230.64121028028	NA	1201.69730689375	NA	28.9439033865361	NA	14	28.9439033865361	14
42	Lapierre	-78.3213889	49.814722	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Sainte-Hélène	Lake_Sainte-Hélène	0	8	1115.03522757167	NA	1102.66023835318	NA	12.3749892184835	NA	14	12.3749892184835	14
42	Lapierre	-78.4175	49.23722	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Fumeton	Lake_Fumeton	0	8	976.611457516273	NA	944.918535154277	NA	31.6929223619954	NA	14	31.6929223619954	14
42	Lapierre	-79.30194	48.190833	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Fortune	Lake_Fortune	0	8	991.945685765871	NA	974.377722099764	NA	17.5679636661066	NA	14	17.5679636661066	14
42	Lapierre	-79.30111	48.19861	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_King_of_the_North	Lake_King_of_the_North	0	8	1621.50620106545	NA	1610.45104704804	NA	11.0551540174082	NA	14	11.0551540174082	14
42	Lapierre	-79.27892	48.1865	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Renaud	Lake_Renaud	0	8	1205.58207558558	NA	1180.56676434559	NA	25.0153112399933	NA	14	25.0153112399933	14
42	Lapierre	-79.27657	48.79852	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mances	Lake_Mances	0	8	1513.13656719914	NA	1462.09142775217	NA	51.0451394469752	NA	14	51.0451394469752	14
42	Lapierre	-79.17992	48.93593	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_des_Frères	Lake_des_Frères	0	8	450.549710193634	NA	429.166908151844	NA	21.3828020417905	NA	14	21.3828020417905	14
42	Lapierre	-79.18497	48.94156	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_du_Castor	Lake_du_Castor	0	8	541.998999835878	NA	509.615336692964	NA	32.3836631429137	NA	14	32.3836631429137	14
42	Lapierre	-79.1912	49.31376	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_du_Noeud_Lousse	Lake_du_Noeud_Lousse	0	8	851.313138558667	NA	820.602243730661	NA	30.7108948280051	NA	14	30.7108948280051	14
42	Lapierre	-79.20164	49.34604	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_John	Lake_John	0	8	478.210329421164	NA	448.059437658824	NA	30.1508917623404	NA	14	30.1508917623404	14
42	Lapierre	-79.20132	49.34015	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Boily	Lake_Boily	0	8	435.441544228345	NA	413.169702836462	NA	22.2718413918832	NA	14	22.2718413918832	14
42	Lapierre	-78.80695	48.57441	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Loïs	Lake_Loïs	0	8	1112.80031191071	NA	1087.27301273778	NA	25.527299172932	NA	14	25.527299172932	14
42	Lapierre	-79.42607	48.52325	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Dances	Lake_Dances	0	8	1426.04746019188	NA	1381.91855612849	NA	44.1289040633916	NA	14	44.1289040633916	14
42	Lapierre	-73.8902	45.9737	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Cristal	Lake_Cristal	0	8	675.015968353698	NA	670.91251897249	NA	4.10344938120796	NA	14	4.10344938120796	14
